Date;file;Day;Month;Year;Hour;Minute;Second;ACI;ADI;AEI;BI;NDSI;ratioBA;antroPh;bioPh;Ht;M;AR;ROItotal;ROIcover
2022-05-27 10:40:00;Basamba\SWIFT 03_20220527_104000.wav;27;5;2022;10;40;0;301.92;2.12;0.29;0.09;0.7;5.64;0.01;0.07;0.37;0.0;[1.];4712;5.15
2022-05-27 10:40:00;Basamba\SWIFT12_20220527_104000.wav;27;5;2022;10;40;0;301.7;1.5;0.66;0.11;0.92;23.15;0.01;0.33;0.46;0.01;[1.];5927;9.35
2022-05-27 10:40:00;Basamba\SWIFT14_20220527_104000.wav;27;5;2022;10;40;0;310.11;1.03;0.86;0.15;0.97;65.56;0.02;1.13;0.56;0.0;[1.];2691;15.53
2022-05-27 10:40:00;Basamba\SWIFT13_20220527_104000.wav;27;5;2022;10;40;0;305.12;1.87;0.56;0.11;0.95;42.7;0.01;0.62;0.49;0.01;[1.];5106;13.05
2022-05-27 10:40:00;Basamba\SWIFT17_20220527_104000.wav;27;5;2022;10;40;0;296.36;1.34;0.79;0.22;0.88;15.01;0.02;0.34;0.44;0.0;[1.];2492;14.98
2022-05-27 12:40:00;Basamba\SWIFT20_20220527_124000.wav;27;5;2022;12;40;0;297.15;1.86;0.52;0.16;0.69;5.39;0.05;0.24;0.46;0.01;[1.];3356;6.51
2022-05-27 12:40:00;Basamba\SWIFT12_20220527_124000.wav;27;5;2022;12;40;0;302.39;0.72;0.84;0.1;0.87;14.31;0.03;0.37;0.49;0.01;[1.];6639;3.33
2022-05-27 12:40:00;Basamba\SWIFT13_20220527_124000.wav;27;5;2022;12;40;0;305.75;0.73;0.86;0.14;0.98;88.02;0.01;0.93;0.5;0.01;[1.];3297;13.0
2022-05-27 12:40:00;Basamba\SWIFT 19_20220527_124000.wav;27;5;2022;12;40;0;299.11;2.28;0.1;0.1;0.9;19.04;0.01;0.21;0.39;0.0;[1.];1962;8.84
2022-05-27 12:40:00;Basamba\SWIFT 16_20220527_124000.wav;27;5;2022;12;40;0;299.02;1.24;0.82;0.13;0.94;32.09;0.02;0.56;0.51;0.01;[1.];1511;12.98
2022-05-27 12:40:00;Basamba\SWIFT4_20220527_124000.wav;27;5;2022;12;40;0;315.35;1.07;0.8;0.47;0.99;341.95;0.02;7.09;0.76;0.01;[1.];737;10.93
2022-05-27 12:40:00;Basamba\SWIFT 03_20220527_124000.wav;27;5;2022;12;40;0;298.5;0.85;0.83;0.12;0.67;5.15;0.01;0.04;0.37;0.0;[1.];3157;2.19
2022-05-27 12:40:00;Basamba\SWIFT1_20220527_124000.wav;27;5;2022;12;40;0;298.66;2.24;0.23;0.09;0.9;18.87;0.01;0.24;0.42;0.0;[1.];4361;14.28
2022-05-27 12:40:00;Basamba\SWIFT14_20220527_124000.wav;27;5;2022;12;40;0;310.2;0.57;0.89;0.16;0.99;325.68;0.01;2.83;0.67;0.0;[1.];859;17.07
